Dates,Prices
2024-10-31,12.090727874104605
2024-11-30,12.353864571283443
2024-12-31,12.521243353183655
2025-01-31,12.551896943136887
2025-02-28,12.441969483983481
2025-03-31,12.224592272159999
2025-04-30,11.960062940917483
2025-05-31,11.719200416644068
2025-06-30,11.56444982716328
2025-07-31,11.53376168662153
2025-08-31,11.63138836076861
2025-09-30,11.827799906144495
